# -*- type: parameters -*-
ls	5e-10	9.9945e-10	4e-09
rs	0.5	2.0	2.0
cp	1e-14	1e-14	1e-12
cs	1e-14	2.00575e-13	1e-12
rsub	1.0	824.0761	1000.0
